year,label,data
2022,"Bonaire, Sint Eustatius and Saba",0.0
2022,Bosnia and Herzegovina,0.89
2022,Botswana,2.91
2022,Bouvet Island,0.0
2022,Brazil,2.31
2022,British Virgin Islands,0.0
2022,Brunei Darussalam,2.58
2022,Bulgaria,0.89
2022,Burkina Faso,0.69
2022,Burundi,2.67
2022,Cabo Verde,0.32
2022,Cambodia,5.49
2022,Cameroon,1.83
2022,Canada,1.07
2022,Cayman Islands,0.0
2022,Central African Republic,1.61
2022,Chad,0.7
2022,Chile,2.68
2022,China,9.11
2022,"China, Hong Kong Special Administrative Region",0.0
2022,"China, Macao Special Administrative Region",0.0
2022,Christmas Island,0.0
2022,Cocos (Keeling) Islands,0.0
2022,Colombia,5.2
2022,Comoros,1.35
2022,Congo,0.5
2022,Cook Islands,0.83
2022,Costa Rica,1.91
2022,Croatia,1.12
2022,Cuba,1.35
2022,Curaçao,0.0
2022,Cyprus,0.0
2022,Czechia,0.18
2022,Côte d’Ivoire,0.72
2022,Democratic People's Republic of Korea,0.0
2022,Democratic Republic of the Congo,3.16
2022,Denmark,0.19
2022,Djibouti,5.79
2022,Dominica,0.17
2022,Dominican Republic,1.45
2022,Ecuador,5.32
2022,Egypt,6.08
2022,El Salvador,5.3
2022,Equatorial Guinea,4.62
2022,Eritrea,1.11
2022,Estonia,0.15
2022,Eswatini,0.75
2022,Ethiopia,2.01
2022,Falkland Islands (Malvinas),0.0
2022,Faroe Islands,0.0
2022,Fiji,5.73
2022,Finland,0.0
2022,France,0.5
2022,French Guiana,0.0
2022,French Polynesia,0.0
2022,French Southern Territories,0.0
2022,Gabon,0.15
2022,Gambia,1.64
2022,Georgia,0.15
2022,Germany,0.38
2022,Ghana,1.81
2022,Gibraltar,0.0
2022,Greece,0.85
2022,Greenland,0.0
2022,Grenada,0.54
2022,Guadeloupe,0.0
2022,Guam,0.0
2022,Guatemala,6.15
2022,Guernsey,0.0
2022,Guinea,0.67
2022,Guinea-Bissau,3.01
2022,Guyana,0.53
2022,Haiti,1.62
2022,Heard Island and McDonald Islands,0.0
2022,Holy See,0.0
2022,Honduras,3.91
2022,Hungary,1.41
2022,Iceland,0.0
2022,India,3.32
2022,Indonesia,1.51
2022,Iran (Islamic Republic of),10.0
2022,Iraq,5.24
2022,Ireland,0.0
2022,Isle of Man,0.0
2022,Israel,0.0
2022,Italy,0.0
2022,Jamaica,1.23
2022,Japan,1.11
2022,Jersey,0.0
2022,Jordan,3.49
2022,Kazakhstan,3.89
2022,Kenya,4.0
2022,Kiribati,1.23
2022,Kuwait,2.71
2022,Kyrgyzstan,0.51
2022,Lao People's Democratic Republic,6.02
2022,Latvia,0.0
2022,Lebanon,4.17
2022,Lesotho,2.23
2022,Liberia,1.92
2022,Libya,6.49
2022,Liechtenstein,0.0
2022,Lithuania,0.0
2022,Luxembourg,0.19
2022,Madagascar,1.65
2022,Malawi,0.37
2022,Malaysia,6.95
2022,Maldives,4.21
2022,Mali,0.88
2022,Malta,1.48
2022,Marshall Islands,1.55
2022,Martinique,0.0
2022,Mauritania,1.63
2022,Mauritius,1.62
2022,Mayotte,0.0
2022,Mexico,2.66
2022,Micronesia (Federated States of),0.0
2022,Monaco,0.0
2022,Mongolia,0.15
2022,Montenegro,1.23
2022,Montserrat,0.0
2022,Morocco,2.44
2022,Mozambique,2.0
2022,Myanmar,5.11
2022,Namibia,0.53
2022,Nauru,0.0
2022,Nepal,3.78
2022,Netherlands (Kingdom of the),0.38
2022,New Caledonia,0.0
2022,New Zealand,1.1
2022,Nicaragua,1.68
2022,Niger,1.3
2022,Nigeria,3.08
2022,Niue,0.0
2022,Norfolk Island,0.0
2022,North Macedonia,0.52
2022,Northern Mariana Islands,0.0
2022,Norway,0.0
2022,Oman,3.97
2022,Pakistan,4.46
2022,Palau,1.39
2022,Panama,4.5
2022,Papua New Guinea,1.1
2022,Paraguay,3.22
2022,Peru,4.2
2022,Philippines,4.21
2022,Pitcairn,0.0
2022,Poland,1.1
2022,Portugal,0.51
2022,Puerto Rico,0.0
2022,Qatar,8.56
2022,Republic of Korea,4.55
2022,Republic of Moldova,0.89
2022,Romania,2.29
2022,Russian Federation,3.14
2022,Rwanda,1.28
2022,Réunion,0.0
2022,Saint Barthélemy,0.0
2022,Saint Helena,0.0
2022,Saint Kitts and Nevis,0.68
2022,Saint Lucia,0.39
2022,Saint Martin (French Part),0.0
2022,Saint Pierre and Miquelon,0.0
2022,Saint Vincent and the Grenadines,1.03
2022,Samoa,1.52
2022,San Marino,0.0
2022,Sao Tome and Principe,1.16
2022,Saudi Arabia,6.64
2022,Senegal,1.65
2022,Serbia,1.41
2022,Seychelles,1.07
2022,Sierra Leone,0.75
2022,Singapore,2.87
2022,Sint Maarten (Dutch part),0.0
2022,Slovakia,0.0
2022,Slovenia,0.36
2022,Solomon Islands,2.73
2022,Somalia,0.98
2022,South Africa,0.98
2022,South Georgia and the South Sandwich Islands,0.0
2022,South Sudan,2.03
2022,Spain,0.71
2022,Sri Lanka,2.56
2022,State of Palestine,0.0
2022,Sudan,6.45
2022,Suriname,0.17
2022,Svalbard and Jan Mayen Islands,0.0
2022,Sweden,0.0
2022,Switzerland,0.18
2022,Syrian Arab Republic,6.12
2022,Taiwan,0.0
2022,Tajikistan,0.35
2022,Thailand,6.7
2022,Timor-Leste,0.34
2022,Togo,0.54
2022,Tokelau,0.0
2022,Tonga,0.49
2022,Trinidad and Tobago,1.84
2022,Tunisia,1.65
2022,Turkmenistan,1.43
2022,Turks and Caicos Islands,0.0
2022,Tuvalu,1.24
2022,Türkiye,3.66
2022,Uganda,1.26
2022,Ukraine,0.94
2022,United Arab Emirates,10.0
2022,United Kingdom of Great Britain and Northern Ireland,1.06
2022,United Republic of Tanzania,1.43
2022,United States Virgin Islands,0.0
2022,United States of America,3.08
2022,Uruguay,0.69
2022,Uzbekistan,1.09
2022,Vanuatu,2.83
2022,Venezuela (Bolivarian Republic of),7.67
2022,Viet Nam,8.23
2022,Western Sahara,0.0
2022,Yemen,1.08
2022,Zambia,2.21
2022,Zimbabwe,6.0
2022,Åland Islands,0.0
